id,portfolio,agency,acronym,program,component,outcome,outcome_text,last,current,plus1,plus2,plus3,souce,url
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.2: Payments to International Financial Institutions,DoT - Administered expenses: Special appropriation International Monetary Agreements Act  1947,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",453007,6849,6915,6958,7082,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.3: Support for Markets and Business,DoT - Administered expenses: Other services (Appropriation Bill No. 1) Centre for International Finance and Regulation,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",4000,1000,0,0,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.3: Support for Markets and Business,DoT - Administered expenses: Other services (Appropriation Bill No. 1) Housing Loan Insurance Company Limited - payments in respect of insurance claims,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",675,675,675,675,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.3: Support for Markets and Business,DoT - Administered expenses: Payment to CAC bodiesPayment to CAC Act  bodies - CEFC,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",8000,0,0,0,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.4: General Revenue Assistance,DoT - Administered expenses: Special appropriation GST Revenue Entitlements - Federal Financial Relations Act  2009,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",50720000,53710000,57020000,60440000,63810000,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.4: General Revenue Assistance,DoT - Administered expenses: Special account COAG Reform Fund - ACT Municipal Services,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",37311,37983,38629,39324,40032,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.4: General Revenue Assistance,DoT - Administered expenses: Special account COAG Reform Fund - Reduced Royalties,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",72814,54871,56915,61488,56156,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.4: General Revenue Assistance,DoT - Administered expenses: Special account COAG Reform Fund - Royalties,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",1149656,983532,974533,981777,928202,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.4: General Revenue Assistance,DoT - Administered expenses: Special account COAG Reform Fund - Taxation Compensation in Respect of Snowy Hydro Limited,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",76009,75000,75000,75000,75000,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.5: Assistance to the States for Healthcare Services,DoT - Administered expenses: Special appropriation National Health Reform funding - Federal Financial Relations Act  2009,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",13844523,15115544,16551316,18094856,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.5: Assistance to the States for Healthcare Services,DoT - Administered expenses: Special appropriation Public hospitals funding - Federal Financial Relations Act  2009,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",0,0,0,0,18872141,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.6: Assistance to the States for Government Schools,DoT - Administered expenses: Special appropriation National Schools SPP - Government schools Federal Financial Relations Act  2009,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",2080342,0,0,0,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.7: Assistance to the States for Skills and Workforce Development,DoT - Administered expenses: Special appropriation National Skills and Workforce Development SPP - Federal Financial Relations Act  2009,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",1408969,1435176,1460005,1487161,1514599,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.8: Assistance to the States for Disabilities Services,DoT - Administered expenses: Special appropriation National Disability Services SPP - Federal Financial Relations Act  2009,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",1333917,1398198,1454901,1513751,1580338,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.8: Assistance to the States for Disabilities Services,DoT - Administered expenses: Special appropriation Changed roles and responsibilities - adjustment to achieve budget neutrality,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",0,0,0,0,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.9: Assistance to the States for Affordable Housing,DoT - Administered expenses: Special appropriation National Affordable Housing SPP - Federal Financial Relations Act  2009,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",1282683,1305771,1327969,1351873,1376206,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.10: National Partnership Payments to the States,DoT - Administered expenses: Special account COAG Reform Fund - Assistance for water  infrastructure and pest management in   drought-affected areas,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",5000,17000,0,0,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.10: National Partnership Payments to the States,DoT - Administered expenses: Special account COAG Reform Fund - Assistance to farm businesses for water-related infrastructure,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",10128,0,0,0,0,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
,Treasury Portfolio,Department of the Treasury,DoT,Programme 1.10: National Partnership Payments to the States,DoT - Administered expenses: Special account COAG Reform Fund - Pest and disease  preparedness and  response programmes - Animal and plant pest and disease ,1,"Outcome 1: Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations",17927,10897,11369,11653,13117,Department of the Treasury 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/5f476903-f46b-4802-95ba-2acec135345e
